Simulation,Beta_flu,Beta_mrsa,Delta,Initial_infected_flu,Initial_infected_mrsa,Contact Number,Day,S,I_flu,I_mrsa,I_both,I_mrsa_R_flu,S_mrsa_R_flu
43,0.3,0.05,0.6,2,2,10,4,0,26,1,19,0,5
43,0.3,0.05,0.6,2,2,10,5,0,24,1,21,0,5
43,0.3,0.05,0.6,2,2,10,6,0,17,1,28,0,5
43,0.3,0.05,0.6,2,2,10,7,0,17,1,27,0,6
43,0.3,0.05,0.6,2,2,10,8,0,13,1,31,0,6
43,0.3,0.05,0.6,2,2,10,9,0,10,1,34,0,6
43,0.3,0.05,0.6,2,2,10,10,0,8,0,34,0,9
43,0.3,0.05,0.6,2,2,10,11,0,7,0,34,1,9
43,0.3,0.05,0.6,2,2,10,12,0,6,0,34,2,9
43,0.3,0.05,0.6,2,2,10,13,0,6,0,33,4,8
43,0.3,0.05,0.6,2,2,10,14,0,6,0,33,3,9
43,0.3,0.05,0.6,2,2,10,15,0,6,0,33,5,7
43,0.3,0.05,0.6,2,2,10,16,0,4,0,32,7,8
43,0.3,0.05,0.6,2,2,10,17,0,4,0,31,8,8
43,0.3,0.05,0.6,2,2,10,18,0,4,0,31,10,6
43,0.3,0.05,0.6,2,2,10,19,0,4,0,31,10,6
43,0.3,0.05,0.6,2,2,10,20,0,4,0,30,10,7
43,0.3,0.05,0.6,2,2,10,21,0,4,0,30,10,7
43,0.3,0.05,0.6,2,2,10,22,0,4,0,30,11,6
43,0.3,0.05,0.6,2,2,10,23,0,3,0,28,10,10
43,0.3,0.05,0.6,2,2,10,24,0,1,0,28,12,10
43,0.3,0.05,0.6,2,2,10,25,0,1,0,27,12,11
43,0.3,0.05,0.6,2,2,10,26,0,1,0,26,13,11
43,0.3,0.05,0.6,2,2,10,27,0,1,0,26,14,10
43,0.3,0.05,0.6,2,2,10,28,0,1,0,26,14,10
43,0.3,0.05,0.6,2,2,10,29,0,1,0,26,15,9
43,0.3,0.05,0.6,2,2,10,30,0,1,0,26,16,8
44,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
44,0.3,0.05,0.6,2,2,10,1,30,15,1,5,0,0
44,0.3,0.05,0.6,2,2,10,2,10,30,1,9,0,1
44,0.3,0.05,0.6,2,2,10,3,0,34,1,14,0,2
44,0.3,0.05,0.6,2,2,10,4,0,31,0,16,0,4
44,0.3,0.05,0.6,2,2,10,5,0,29,0,16,1,5
44,0.3,0.05,0.6,2,2,10,6,0,27,0,16,2,6
44,0.3,0.05,0.6,2,2,10,7,0,27,0,16,2,6
44,0.3,0.05,0.6,2,2,10,8,0,27,0,16,2,6
44,0.3,0.05,0.6,2,2,10,9,0,24,0,17,2,8
44,0.3,0.05,0.6,2,2,10,10,0,22,0,17,2,10
44,0.3,0.05,0.6,2,2,10,11,0,21,0,17,2,11
44,0.3,0.05,0.6,2,2,10,12,0,19,0,17,2,13
44,0.3,0.05,0.6,2,2,10,13,0,19,0,16,2,14
44,0.3,0.05,0.6,2,2,10,14,0,19,0,16,2,14
44,0.3,0.05,0.6,2,2,10,15,0,18,0,17,3,13
44,0.3,0.05,0.6,2,2,10,16,0,18,0,17,4,12
44,0.3,0.05,0.6,2,2,10,17,0,15,0,17,4,15
44,0.3,0.05,0.6,2,2,10,18,0,13,0,17,4,17
44,0.3,0.05,0.6,2,2,10,19,0,10,0,18,4,19
44,0.3,0.05,0.6,2,2,10,20,0,10,0,17,5,19
44,0.3,0.05,0.6,2,2,10,21,0,10,0,16,5,20
44,0.3,0.05,0.6,2,2,10,22,0,10,0,16,6,19
44,0.3,0.05,0.6,2,2,10,23,0,9,0,16,9,17
44,0.3,0.05,0.6,2,2,10,24,0,9,0,16,9,17
44,0.3,0.05,0.6,2,2,10,25,0,9,0,15,9,18
44,0.3,0.05,0.6,2,2,10,26,0,8,0,13,10,20
44,0.3,0.05,0.6,2,2,10,27,0,6,0,13,11,21
44,0.3,0.05,0.6,2,2,10,28,0,6,0,13,11,21
44,0.3,0.05,0.6,2,2,10,29,0,6,0,13,11,21
44,0.3,0.05,0.6,2,2,10,30,0,6,0,12,12,21
45,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
45,0.3,0.05,0.6,2,2,10,1,29,16,1,5,0,0
45,0.3,0.05,0.6,2,2,10,2,9,29,1,9,0,3
45,0.3,0.05,0.6,2,2,10,3,0,35,1,12,0,3
45,0.3,0.05,0.6,2,2,10,4,0,28,1,15,0,7
45,0.3,0.05,0.6,2,2,10,5,0,26,1,16,2,6
45,0.3,0.05,0.6,2,2,10,6,0,19,1,20,2,9
45,0.3,0.05,0.6,2,2,10,7,0,18,1,19,2,11
45,0.3,0.05,0.6,2,2,10,8,0,18,1,19,4,9
45,0.3,0.05,0.6,2,2,10,9,0,17,1,18,4,11
45,0.3,0.05,0.6,2,2,10,10,0,17,1,17,5,11
45,0.3,0.05,0.6,2,2,10,11,0,16,1,18,7,9
45,0.3,0.05,0.6,2,2,10,12,0,15,1,18,7,10
45,0.3,0.05,0.6,2,2,10,13,0,14,1,19,6,11
45,0.3,0.05,0.6,2,2,10,14,0,13,1,19,6,12
45,0.3,0.05,0.6,2,2,10,15,0,12,1,20,6,12
45,0.3,0.05,0.6,2,2,10,16,0,11,1,20,6,13
45,0.3,0.05,0.6,2,2,10,17,0,11,1,20,7,12
45,0.3,0.05,0.6,2,2,10,18,0,11,0,20,6,14
45,0.3,0.05,0.6,2,2,10,19,0,10,0,19,6,16
45,0.3,0.05,0.6,2,2,10,20,0,8,0,19,6,18
45,0.3,0.05,0.6,2,2,10,21,0,7,0,19,6,19
45,0.3,0.05,0.6,2,2,10,22,0,7,0,19,6,19
45,0.3,0.05,0.6,2,2,10,23,0,5,0,19,6,21
45,0.3,0.05,0.6,2,2,10,24,0,4,0,19,6,22
45,0.3,0.05,0.6,2,2,10,25,0,4,0,19,6,22
45,0.3,0.05,0.6,2,2,10,26,0,4,0,18,5,24
45,0.3,0.05,0.6,2,2,10,27,0,4,0,17,8,22
45,0.3,0.05,0.6,2,2,10,28,0,3,0,17,8,23
45,0.3,0.05,0.6,2,2,10,29,0,3,0,17,10,21
45,0.3,0.05,0.6,2,2,10,30,0,2,0,17,10,22
46,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
46,0.3,0.05,0.6,2,2,10,1,30,14,1,6,0,0
46,0.3,0.05,0.6,2,2,10,2,10,31,1,8,0,1
46,0.3,0.05,0.6,2,2,10,3,0,35,1,12,0,3
46,0.3,0.05,0.6,2,2,10,4,0,30,1,17,0,3
46,0.3,0.05,0.6,2,2,10,5,0,26,1,18,0,6
46,0.3,0.05,0.6,2,2,10,6,0,23,0,20,0,8
46,0.3,0.05,0.6,2,2,10,7,0,20,0,20,0,11
46,0.3,0.05,0.6,2,2,10,8,0,20,0,20,0,11
46,0.3,0.05,0.6,2,2,10,9,0,19,0,21,0,11
46,0.3,0.05,0.6,2,2,10,10,0,16,0,22,0,13
46,0.3,0.05,0.6,2,2,10,11,0,14,0,23,1,13
46,0.3,0.05,0.6,2,2,10,12,0,12,0,25,1,13
46,0.3,0.05,0.6,2,2,10,13,0,9,0,27,2,13
46,0.3,0.05,0.6,2,2,10,14,0,9,0,27,2,13
46,0.3,0.05,0.6,2,2,10,15,0,7,0,29,5,10
46,0.3,0.05,0.6,2,2,10,16,0,4,0,32,4,11
46,0.3,0.05,0.6,2,2,10,17,0,3,0,31,6,11
46,0.3,0.05,0.6,2,2,10,18,0,3,0,29,8,11
46,0.3,0.05,0.6,2,2,10,19,0,3,0,29,9,10
46,0.3,0.05,0.6,2,2,10,20,0,2,0,30,9,10
46,0.3,0.05,0.6,2,2,10,21,0,2,0,30,9,10
46,0.3,0.05,0.6,2,2,10,22,0,2,0,30,10,9
46,0.3,0.05,0.6,2,2,10,23,0,1,0,27,10,13
46,0.3,0.05,0.6,2,2,10,24,0,1,0,27,14,9
46,0.3,0.05,0.6,2,2,10,25,0,1,0,27,14,9
46,0.3,0.05,0.6,2,2,10,26,0,1,0,27,16,7
46,0.3,0.05,0.6,2,2,10,27,0,1,0,27,15,8
46,0.3,0.05,0.6,2,2,10,28,0,1,0,27,15,8
46,0.3,0.05,0.6,2,2,10,29,0,1,0,27,16,7
46,0.3,0.05,0.6,2,2,10,30,0,1,0,27,16,7
47,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
47,0.3,0.05,0.6,2,2,10,1,29,15,1,6,0,0
47,0.3,0.05,0.6,2,2,10,2,9,28,1,11,0,2
47,0.3,0.05,0.6,2,2,10,3,0,34,0,13,0,4
47,0.3,0.05,0.6,2,2,10,4,0,28,0,16,0,7
47,0.3,0.05,0.6,2,2,10,5,0,19,0,22,0,10
47,0.3,0.05,0.6,2,2,10,6,0,13,0,26,1,11
47,0.3,0.05,0.6,2,2,10,7,0,10,0,26,1,14
47,0.3,0.05,0.6,2,2,10,8,0,7,0,29,4,11
47,0.3,0.05,0.6,2,2,10,9,0,6,0,29,4,12
47,0.3,0.05,0.6,2,2,10,10,0,4,0,30,4,13
47,0.3,0.05,0.6,2,2,10,11,0,3,0,30,6,12
47,0.3,0.05,0.6,2,2,10,12,0,3,0,30,7,11
47,0.3,0.05,0.6,2,2,10,13,0,1,0,31,9,10
47,0.3,0.05,0.6,2,2,10,14,0,1,0,30,8,12
47,0.3,0.05,0.6,2,2,10,15,0,1,0,30,9,11
47,0.3,0.05,0.6,2,2,10,16,0,1,0,30,11,9
47,0.3,0.05,0.6,2,2,10,17,0,1,0,30,10,10
47,0.3,0.05,0.6,2,2,10,18,0,1,0,29,12,9
47,0.3,0.05,0.6,2,2,10,19,0,1,0,27,12,11
47,0.3,0.05,0.6,2,2,10,20,0,1,0,27,13,10
47,0.3,0.05,0.6,2,2,10,21,0,0,0,27,13,11
47,0.3,0.05,0.6,2,2,10,22,0,0,0,27,15,9
47,0.3,0.05,0.6,2,2,10,23,0,0,0,27,16,8
47,0.3,0.05,0.6,2,2,10,24,0,0,0,27,16,8
47,0.3,0.05,0.6,2,2,10,25,0,0,0,27,13,11
47,0.3,0.05,0.6,2,2,10,26,0,0,0,26,14,11
47,0.3,0.05,0.6,2,2,10,27,0,0,0,25,16,10
47,0.3,0.05,0.6,2,2,10,28,0,0,0,24,16,11
47,0.3,0.05,0.6,2,2,10,29,0,0,0,24,17,10
47,0.3,0.05,0.6,2,2,10,30,0,0,0,24,17,10
48,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
48,0.3,0.05,0.6,2,2,10,1,29,17,1,4,0,0
48,0.3,0.05,0.6,2,2,10,2,9,30,1,8,0,3
48,0.3,0.05,0.6,2,2,10,3,0,31,1,13,0,6
48,0.3,0.05,0.6,2,2,10,4,0,28,1,16,0,6
48,0.3,0.05,0.6,2,2,10,5,0,22,1,19,1,8
48,0.3,0.05,0.6,2,2,10,6,0,15,1,24,5,6
48,0.3,0.05,0.6,2,2,10,7,0,14,1,24,5,7
48,0.3,0.05,0.6,2,2,10,8,0,8,1,30,5,7
48,0.3,0.05,0.6,2,2,10,9,0,6,1,30,5,9
48,0.3,0.05,0.6,2,2,10,10,0,4,1,31,8,7
48,0.3,0.05,0.6,2,2,10,11,0,3,1,32,9,6
48,0.3,0.05,0.6,2,2,10,12,0,3,1,31,8,8
48,0.3,0.05,0.6,2,2,10,13,0,2,1,32,8,8
48,0.3,0.05,0.6,2,2,10,14,0,2,1,32,8,8
48,0.3,0.05,0.6,2,2,10,15,0,1,0,34,8,8
48,0.3,0.05,0.6,2,2,10,16,0,1,0,32,9,9
48,0.3,0.05,0.6,2,2,10,17,0,1,0,32,9,9
48,0.3,0.05,0.6,2,2,10,18,0,0,0,32,9,10
48,0.3,0.05,0.6,2,2,10,19,0,0,0,32,11,8
48,0.3,0.05,0.6,2,2,10,20,0,0,0,32,12,7
48,0.3,0.05,0.6,2,2,10,21,0,0,0,31,12,8
48,0.3,0.05,0.6,2,2,10,22,0,0,0,31,12,8
48,0.3,0.05,0.6,2,2,10,23,0,0,0,30,12,9
48,0.3,0.05,0.6,2,2,10,24,0,0,0,29,12,10
48,0.3,0.05,0.6,2,2,10,25,0,0,0,29,12,10
48,0.3,0.05,0.6,2,2,10,26,0,0,0,29,13,9
48,0.3,0.05,0.6,2,2,10,27,0,0,0,28,13,10
48,0.3,0.05,0.6,2,2,10,28,0,0,0,27,13,11
48,0.3,0.05,0.6,2,2,10,29,0,0,0,27,14,10
48,0.3,0.05,0.6,2,2,10,30,0,0,0,26,14,11
49,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
49,0.3,0.05,0.6,2,2,10,1,29,15,0,7,0,0
49,0.3,0.05,0.6,2,2,10,2,9,30,0,12,0,0
49,0.3,0.05,0.6,2,2,10,3,0,32,0,16,0,3
49,0.3,0.05,0.6,2,2,10,4,0,25,0,20,0,6
49,0.3,0.05,0.6,2,2,10,5,0,21,0,22,1,7
49,0.3,0.05,0.6,2,2,10,6,0,14,0,27,3,7
49,0.3,0.05,0.6,2,2,10,7,0,14,0,27,3,7
49,0.3,0.05,0.6,2,2,10,8,0,12,0,29,6,4
49,0.3,0.05,0.6,2,2,10,9,0,11,0,29,7,4
49,0.3,0.05,0.6,2,2,10,10,0,8,0,29,8,6
49,0.3,0.05,0.6,2,2,10,11,0,6,0,31,10,4
49,0.3,0.05,0.6,2,2,10,12,0,4,0,30,10,7
49,0.3,0.05,0.6,2,2,10,13,0,3,0,31,10,7
49,0.3,0.05,0.6,2,2,10,14,0,3,0,31,9,8
49,0.3,0.05,0.6,2,2,10,15,0,2,0,32,9,8
49,0.3,0.05,0.6,2,2,10,16,0,2,0,31,10,8
49,0.3,0.05,0.6,2,2,10,17,0,2,0,31,10,8
49,0.3,0.05,0.6,2,2,10,18,0,2,0,30,10,9
49,0.3,0.05,0.6,2,2,10,19,0,1,0,29,11,10
49,0.3,0.05,0.6,2,2,10,20,0,1,0,29,13,8
49,0.3,0.05,0.6,2,2,10,21,0,1,0,29,13,8
49,0.3,0.05,0.6,2,2,10,22,0,1,0,29,13,8
49,0.3,0.05,0.6,2,2,10,23,0,1,0,29,13,8
49,0.3,0.05,0.6,2,2,10,24,0,0,0,28,13,10
49,0.3,0.05,0.6,2,2,10,25,0,0,0,27,13,11
49,0.3,0.05,0.6,2,2,10,26,0,0,0,27,14,10
49,0.3,0.05,0.6,2,2,10,27,0,0,0,27,16,8
49,0.3,0.05,0.6,2,2,10,28,0,0,0,25,15,11
49,0.3,0.05,0.6,2,2,10,29,0,0,0,25,16,10
49,0.3,0.05,0.6,2,2,10,30,0,0,0,25,16,10
50,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
50,0.3,0.05,0.6,2,2,10,1,31,14,1,5,0,0
50,0.3,0.05,0.6,2,2,10,2,11,29,1,9,0,1
50,0.3,0.05,0.6,2,2,10,3,0,36,1,11,0,3
50,0.3,0.05,0.6,2,2,10,4,0,32,1,14,0,4
50,0.3,0.05,0.6,2,2,10,5,0,28,0,18,0,5
50,0.3,0.05,0.6,2,2,10,6,0,24,0,21,1,5
50,0.3,0.05,0.6,2,2,10,7,0,22,0,21,1,7
50,0.3,0.05,0.6,2,2,10,8,0,19,0,24,1,7
50,0.3,0.05,0.6,2,2,10,9,0,18,0,25,1,7
50,0.3,0.05,0.6,2,2,10,10,0,16,0,25,1,9
50,0.3,0.05,0.6,2,2,10,11,0,16,0,25,1,9
50,0.3,0.05,0.6,2,2,10,12,0,15,0,25,1,10
50,0.3,0.05,0.6,2,2,10,13,0,15,0,23,2,11
50,0.3,0.05,0.6,2,2,10,14,0,14,0,23,2,12
50,0.3,0.05,0.6,2,2,10,15,0,14,0,23,4,10
50,0.3,0.05,0.6,2,2,10,16,0,13,0,23,4,11
50,0.3,0.05,0.6,2,2,10,17,0,12,0,23,5,11
50,0.3,0.05,0.6,2,2,10,18,0,10,0,23,5,13
50,0.3,0.05,0.6,2,2,10,19,0,7,0,22,5,17
50,0.3,0.05,0.6,2,2,10,20,0,7,0,22,5,17
50,0.3,0.05,0.6,2,2,10,21,0,7,0,21,5,18
50,0.3,0.05,0.6,2,2,10,22,0,7,0,21,6,17
50,0.3,0.05,0.6,2,2,10,23,0,4,0,22,8,17
50,0.3,0.05,0.6,2,2,10,24,0,2,0,23,9,17
50,0.3,0.05,0.6,2,2,10,25,0,0,0,24,11,16
50,0.3,0.05,0.6,2,2,10,26,0,0,0,22,11,18
50,0.3,0.05,0.6,2,2,10,27,0,0,0,22,14,15
50,0.3,0.05,0.6,2,2,10,28,0,0,0,21,14,16
50,0.3,0.05,0.6,2,2,10,29,0,0,0,21,15,15
50,0.3,0.05,0.6,2,2,10,30,0,0,0,21,18,12
