Simulation,Beta_flu,Beta_mrsa,Delta,Initial_infected_flu,Initial_infected_mrsa,Contact Number,Day,S,I_flu,I_mrsa,I_both,I_mrsa_R_flu,S_mrsa_R_flu
236,0.3,0.05,0.6,2,2,10,6,0,23,0,21,0,7
236,0.3,0.05,0.6,2,2,10,7,0,17,0,21,0,13
236,0.3,0.05,0.6,2,2,10,8,0,13,0,25,1,12
236,0.3,0.05,0.6,2,2,10,9,0,10,0,28,2,11
236,0.3,0.05,0.6,2,2,10,10,0,5,0,30,1,15
236,0.3,0.05,0.6,2,2,10,11,0,4,0,30,2,15
236,0.3,0.05,0.6,2,2,10,12,0,4,0,30,3,14
236,0.3,0.05,0.6,2,2,10,13,0,3,0,30,5,13
236,0.3,0.05,0.6,2,2,10,14,0,3,0,30,5,13
236,0.3,0.05,0.6,2,2,10,15,0,2,0,31,6,12
236,0.3,0.05,0.6,2,2,10,16,0,1,0,32,7,11
236,0.3,0.05,0.6,2,2,10,17,0,1,0,32,8,10
236,0.3,0.05,0.6,2,2,10,18,0,1,0,31,9,10
236,0.3,0.05,0.6,2,2,10,19,0,1,0,31,9,10
236,0.3,0.05,0.6,2,2,10,20,0,1,0,30,10,10
236,0.3,0.05,0.6,2,2,10,21,0,1,0,30,10,10
236,0.3,0.05,0.6,2,2,10,22,0,1,0,30,10,10
236,0.3,0.05,0.6,2,2,10,23,0,1,0,29,10,11
236,0.3,0.05,0.6,2,2,10,24,0,1,0,29,11,10
236,0.3,0.05,0.6,2,2,10,25,0,1,0,29,11,10
236,0.3,0.05,0.6,2,2,10,26,0,0,0,29,11,11
236,0.3,0.05,0.6,2,2,10,27,0,0,0,28,11,12
236,0.3,0.05,0.6,2,2,10,28,0,0,0,28,11,12
236,0.3,0.05,0.6,2,2,10,29,0,0,0,28,13,10
236,0.3,0.05,0.6,2,2,10,30,0,0,0,28,12,11
237,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
237,0.3,0.05,0.6,2,2,10,1,27,16,2,6,0,0
237,0.3,0.05,0.6,2,2,10,2,7,30,2,9,0,3
237,0.3,0.05,0.6,2,2,10,3,0,34,0,12,0,5
237,0.3,0.05,0.6,2,2,10,4,0,30,0,14,0,7
237,0.3,0.05,0.6,2,2,10,5,0,25,0,17,0,9
237,0.3,0.05,0.6,2,2,10,6,0,23,0,18,0,10
237,0.3,0.05,0.6,2,2,10,7,0,21,0,18,0,12
237,0.3,0.05,0.6,2,2,10,8,0,19,0,20,1,11
237,0.3,0.05,0.6,2,2,10,9,0,15,0,22,1,13
237,0.3,0.05,0.6,2,2,10,10,0,11,0,23,3,14
237,0.3,0.05,0.6,2,2,10,11,0,8,0,24,3,16
237,0.3,0.05,0.6,2,2,10,12,0,6,0,25,4,16
237,0.3,0.05,0.6,2,2,10,13,0,3,0,27,5,16
237,0.3,0.05,0.6,2,2,10,14,0,2,0,27,5,17
237,0.3,0.05,0.6,2,2,10,15,0,2,0,27,7,15
237,0.3,0.05,0.6,2,2,10,16,0,2,0,25,10,14
237,0.3,0.05,0.6,2,2,10,17,0,1,0,25,11,14
237,0.3,0.05,0.6,2,2,10,18,0,0,0,24,14,13
237,0.3,0.05,0.6,2,2,10,19,0,0,0,24,16,11
237,0.3,0.05,0.6,2,2,10,20,0,0,0,24,17,10
237,0.3,0.05,0.6,2,2,10,21,0,0,0,24,15,12
237,0.3,0.05,0.6,2,2,10,22,0,0,0,24,16,11
237,0.3,0.05,0.6,2,2,10,23,0,0,0,24,17,10
237,0.3,0.05,0.6,2,2,10,24,0,0,0,24,17,10
237,0.3,0.05,0.6,2,2,10,25,0,0,0,23,18,10
237,0.3,0.05,0.6,2,2,10,26,0,0,0,22,18,11
237,0.3,0.05,0.6,2,2,10,27,0,0,0,22,18,11
237,0.3,0.05,0.6,2,2,10,28,0,0,0,22,18,11
237,0.3,0.05,0.6,2,2,10,29,0,0,0,22,18,11
237,0.3,0.05,0.6,2,2,10,30,0,0,0,21,19,11
238,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
238,0.3,0.05,0.6,2,2,10,1,26,19,2,4,0,0
238,0.3,0.05,0.6,2,2,10,2,10,28,3,6,0,4
238,0.3,0.05,0.6,2,2,10,3,6,25,3,12,1,4
238,0.3,0.05,0.6,2,2,10,4,2,22,3,17,2,5
238,0.3,0.05,0.6,2,2,10,5,0,19,2,20,3,7
238,0.3,0.05,0.6,2,2,10,6,0,12,2,26,3,8
238,0.3,0.05,0.6,2,2,10,7,1,11,1,26,3,9
238,0.3,0.05,0.6,2,2,10,8,0,11,1,27,3,9
238,0.3,0.05,0.6,2,2,10,9,0,10,1,28,3,9
238,0.3,0.05,0.6,2,2,10,10,0,8,1,28,3,11
238,0.3,0.05,0.6,2,2,10,11,0,7,0,30,4,10
238,0.3,0.05,0.6,2,2,10,12,0,6,0,30,4,11
238,0.3,0.05,0.6,2,2,10,13,0,4,0,31,4,12
238,0.3,0.05,0.6,2,2,10,14,0,4,0,29,4,14
238,0.3,0.05,0.6,2,2,10,15,0,3,0,30,5,13
238,0.3,0.05,0.6,2,2,10,16,0,3,0,30,8,10
238,0.3,0.05,0.6,2,2,10,17,0,0,0,32,8,11
238,0.3,0.05,0.6,2,2,10,18,0,0,0,32,8,11
238,0.3,0.05,0.6,2,2,10,19,0,0,0,32,10,9
238,0.3,0.05,0.6,2,2,10,20,0,0,0,32,10,9
238,0.3,0.05,0.6,2,2,10,21,0,0,0,32,9,10
238,0.3,0.05,0.6,2,2,10,22,0,0,0,32,10,9
238,0.3,0.05,0.6,2,2,10,23,0,0,0,32,11,8
238,0.3,0.05,0.6,2,2,10,24,0,0,0,31,11,9
238,0.3,0.05,0.6,2,2,10,25,0,0,0,30,12,9
238,0.3,0.05,0.6,2,2,10,26,0,0,0,29,13,9
238,0.3,0.05,0.6,2,2,10,27,0,0,0,29,13,9
238,0.3,0.05,0.6,2,2,10,28,0,0,0,29,12,10
238,0.3,0.05,0.6,2,2,10,29,0,0,0,29,12,10
238,0.3,0.05,0.6,2,2,10,30,0,0,0,28,13,10
239,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
239,0.3,0.05,0.6,2,2,10,1,28,15,2,6,0,0
239,0.3,0.05,0.6,2,2,10,2,8,31,2,9,0,1
239,0.3,0.05,0.6,2,2,10,3,0,35,0,13,1,2
239,0.3,0.05,0.6,2,2,10,4,0,29,0,18,2,2
239,0.3,0.05,0.6,2,2,10,5,0,28,0,19,2,2
239,0.3,0.05,0.6,2,2,10,6,0,20,0,26,2,3
239,0.3,0.05,0.6,2,2,10,7,0,17,0,26,2,6
239,0.3,0.05,0.6,2,2,10,8,0,15,0,28,2,6
239,0.3,0.05,0.6,2,2,10,9,0,13,0,28,2,8
239,0.3,0.05,0.6,2,2,10,10,0,9,0,29,3,10
239,0.3,0.05,0.6,2,2,10,11,0,9,0,29,3,10
239,0.3,0.05,0.6,2,2,10,12,0,4,0,31,3,13
239,0.3,0.05,0.6,2,2,10,13,0,3,0,32,4,12
239,0.3,0.05,0.6,2,2,10,14,0,3,0,31,4,13
239,0.3,0.05,0.6,2,2,10,15,0,1,0,33,4,13
239,0.3,0.05,0.6,2,2,10,16,0,1,0,33,5,12
239,0.3,0.05,0.6,2,2,10,17,0,1,0,33,7,10
239,0.3,0.05,0.6,2,2,10,18,0,1,0,33,8,9
239,0.3,0.05,0.6,2,2,10,19,0,1,0,33,8,9
239,0.3,0.05,0.6,2,2,10,20,0,1,0,31,9,10
239,0.3,0.05,0.6,2,2,10,21,0,1,0,31,9,10
239,0.3,0.05,0.6,2,2,10,22,0,1,0,31,10,9
239,0.3,0.05,0.6,2,2,10,23,0,1,0,31,10,9
239,0.3,0.05,0.6,2,2,10,24,0,1,0,31,11,8
239,0.3,0.05,0.6,2,2,10,25,0,1,0,31,10,9
239,0.3,0.05,0.6,2,2,10,26,0,1,0,31,11,8
239,0.3,0.05,0.6,2,2,10,27,0,1,0,31,11,8
239,0.3,0.05,0.6,2,2,10,28,0,1,0,30,10,10
239,0.3,0.05,0.6,2,2,10,29,0,1,0,30,10,10
239,0.3,0.05,0.6,2,2,10,30,0,0,0,30,10,11
240,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
240,0.3,0.05,0.6,2,2,10,1,27,16,2,6,0,0
240,0.3,0.05,0.6,2,2,10,2,7,31,2,10,0,1
240,0.3,0.05,0.6,2,2,10,3,0,27,1,18,0,5
240,0.3,0.05,0.6,2,2,10,4,0,21,1,22,2,5
240,0.3,0.05,0.6,2,2,10,5,0,18,1,24,2,6
240,0.3,0.05,0.6,2,2,10,6,0,11,1,30,2,7
240,0.3,0.05,0.6,2,2,10,7,0,10,1,30,2,8
240,0.3,0.05,0.6,2,2,10,8,0,9,1,31,2,8
240,0.3,0.05,0.6,2,2,10,9,0,9,1,31,4,6
240,0.3,0.05,0.6,2,2,10,10,0,7,1,33,4,6
240,0.3,0.05,0.6,2,2,10,11,0,5,1,35,4,6
240,0.3,0.05,0.6,2,2,10,12,0,3,0,35,4,9
240,0.3,0.05,0.6,2,2,10,13,0,3,0,35,5,8
240,0.3,0.05,0.6,2,2,10,14,0,3,0,34,4,10
240,0.3,0.05,0.6,2,2,10,15,0,2,0,35,4,10
240,0.3,0.05,0.6,2,2,10,16,0,2,0,35,6,8
240,0.3,0.05,0.6,2,2,10,17,0,2,0,35,6,8
240,0.3,0.05,0.6,2,2,10,18,0,2,0,35,7,7
240,0.3,0.05,0.6,2,2,10,19,0,2,0,34,7,8
240,0.3,0.05,0.6,2,2,10,20,0,2,0,34,7,8
240,0.3,0.05,0.6,2,2,10,21,0,2,0,33,6,10
240,0.3,0.05,0.6,2,2,10,22,0,2,0,33,6,10
240,0.3,0.05,0.6,2,2,10,23,0,2,0,31,7,11
240,0.3,0.05,0.6,2,2,10,24,0,2,0,31,7,11
240,0.3,0.05,0.6,2,2,10,25,0,2,0,31,7,11
240,0.3,0.05,0.6,2,2,10,26,0,2,0,31,8,10
240,0.3,0.05,0.6,2,2,10,27,0,2,0,30,8,11
240,0.3,0.05,0.6,2,2,10,28,0,2,0,30,8,11
240,0.3,0.05,0.6,2,2,10,29,0,1,0,31,9,10
240,0.3,0.05,0.6,2,2,10,30,0,1,0,31,9,10
241,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
241,0.3,0.05,0.6,2,2,10,1,27,15,2,7,0,0
241,0.3,0.05,0.6,2,2,10,2,7,28,2,13,0,1
241,0.3,0.05,0.6,2,2,10,3,0,28,1,18,0,4
241,0.3,0.05,0.6,2,2,10,4,0,24,1,21,1,4
241,0.3,0.05,0.6,2,2,10,5,0,18,1,25,2,5
241,0.3,0.05,0.6,2,2,10,6,0,13,1,30,3,4
241,0.3,0.05,0.6,2,2,10,7,0,13,1,30,3,4
241,0.3,0.05,0.6,2,2,10,8,0,11,1,32,3,4
241,0.3,0.05,0.6,2,2,10,9,0,9,1,33,4,4
241,0.3,0.05,0.6,2,2,10,10,0,6,1,35,4,5
241,0.3,0.05,0.6,2,2,10,11,0,5,1,36,5,4
241,0.3,0.05,0.6,2,2,10,12,0,4,0,36,5,6
241,0.3,0.05,0.6,2,2,10,13,0,3,0,37,6,5
241,0.3,0.05,0.6,2,2,10,14,0,3,0,37,5,6
241,0.3,0.05,0.6,2,2,10,15,0,2,0,38,5,6
241,0.3,0.05,0.6,2,2,10,16,0,2,0,38,6,5
241,0.3,0.05,0.6,2,2,10,17,0,2,0,37,6,6
241,0.3,0.05,0.6,2,2,10,18,0,2,0,35,7,7
241,0.3,0.05,0.6,2,2,10,19,0,2,0,35,8,6
241,0.3,0.05,0.6,2,2,10,20,0,1,0,36,8,6
241,0.3,0.05,0.6,2,2,10,21,0,1,0,34,7,9
241,0.3,0.05,0.6,2,2,10,22,0,1,0,34,7,9
241,0.3,0.05,0.6,2,2,10,23,0,1,0,34,9,7
241,0.3,0.05,0.6,2,2,10,24,0,1,0,34,8,8
241,0.3,0.05,0.6,2,2,10,25,0,1,0,33,9,8
241,0.3,0.05,0.6,2,2,10,26,0,1,0,33,11,6
241,0.3,0.05,0.6,2,2,10,27,0,1,0,33,11,6
241,0.3,0.05,0.6,2,2,10,28,0,1,0,32,11,7
241,0.3,0.05,0.6,2,2,10,29,0,1,0,32,11,7
241,0.3,0.05,0.6,2,2,10,30,0,1,0,31,13,6
242,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
242,0.3,0.05,0.6,2,2,10,1,29,16,1,5,0,0
242,0.3,0.05,0.6,2,2,10,2,9,29,1,10,0,2
242,0.3,0.05,0.6,2,2,10,3,0,30,0,16,0,5
242,0.3,0.05,0.6,2,2,10,4,0,25,0,19,1,6
242,0.3,0.05,0.6,2,2,10,5,0,20,0,20,2,9
242,0.3,0.05,0.6,2,2,10,6,0,14,0,26,5,6
242,0.3,0.05,0.6,2,2,10,7,0,13,0,26,5,7
242,0.3,0.05,0.6,2,2,10,8,0,13,0,26,6,6
242,0.3,0.05,0.6,2,2,10,9,0,11,0,27,6,7
242,0.3,0.05,0.6,2,2,10,10,0,10,0,28,6,7
242,0.3,0.05,0.6,2,2,10,11,0,9,0,28,6,8
242,0.3,0.05,0.6,2,2,10,12,0,8,0,28,6,9
242,0.3,0.05,0.6,2,2,10,13,0,8,0,28,7,8
242,0.3,0.05,0.6,2,2,10,14,0,8,0,28,7,8
242,0.3,0.05,0.6,2,2,10,15,0,6,0,30,7,8
242,0.3,0.05,0.6,2,2,10,16,0,6,0,30,7,8
242,0.3,0.05,0.6,2,2,10,17,0,5,0,31,8,7
242,0.3,0.05,0.6,2,2,10,18,0,4,0,32,8,7
242,0.3,0.05,0.6,2,2,10,19,0,3,0,33,8,7
242,0.3,0.05,0.6,2,2,10,20,0,3,0,33,8,7
242,0.3,0.05,0.6,2,2,10,21,0,3,0,33,8,7
242,0.3,0.05,0.6,2,2,10,22,0,2,0,34,9,6
242,0.3,0.05,0.6,2,2,10,23,0,2,0,34,9,6
242,0.3,0.05,0.6,2,2,10,24,0,1,0,35,9,6
242,0.3,0.05,0.6,2,2,10,25,0,1,0,34,9,7
242,0.3,0.05,0.6,2,2,10,26,0,1,0,34,9,7
242,0.3,0.05,0.6,2,2,10,27,0,1,0,33,10,7
242,0.3,0.05,0.6,2,2,10,28,0,1,0,31,10,9
242,0.3,0.05,0.6,2,2,10,29,0,1,0,31,10,9
242,0.3,0.05,0.6,2,2,10,30,0,1,0,31,11,8
243,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
243,0.3,0.05,0.6,2,2,10,1,28,15,1,7,0,0
243,0.3,0.05,0.6,2,2,10,2,8,28,1,13,0,1
243,0.3,0.05,0.6,2,2,10,3,0,31,1,16,1,2
243,0.3,0.05,0.6,2,2,10,4,0,28,1,17,1,4
243,0.3,0.05,0.6,2,2,10,5,0,25,1,18,1,6
243,0.3,0.05,0.6,2,2,10,6,0,22,1,21,2,5
243,0.3,0.05,0.6,2,2,10,7,0,20,1,21,2,7
243,0.3,0.05,0.6,2,2,10,8,0,18,1,23,3,6
243,0.3,0.05,0.6,2,2,10,9,0,14,1,26,3,7
243,0.3,0.05,0.6,2,2,10,10,0,10,1,30,3,7
243,0.3,0.05,0.6,2,2,10,11,0,9,1,31,3,7
243,0.3,0.05,0.6,2,2,10,12,0,7,1,33,3,7
243,0.3,0.05,0.6,2,2,10,13,0,6,1,33,5,6
243,0.3,0.05,0.6,2,2,10,14,0,6,1,33,4,7
243,0.3,0.05,0.6,2,2,10,15,0,5,1,34,5,6
243,0.3,0.05,0.6,2,2,10,16,0,3,1,34,5,8
243,0.3,0.05,0.6,2,2,10,17,0,2,1,34,8,6
243,0.3,0.05,0.6,2,2,10,18,0,1,1,35,9,5
243,0.3,0.05,0.6,2,2,10,19,0,1,1,34,10,5
243,0.3,0.05,0.6,2,2,10,20,0,1,1,32,9,8
243,0.3,0.05,0.6,2,2,10,21,0,1,1,30,9,10
243,0.3,0.05,0.6,2,2,10,22,0,1,1,30,11,8
243,0.3,0.05,0.6,2,2,10,23,0,1,1,29,12,8
243,0.3,0.05,0.6,2,2,10,24,0,1,1,28,12,9
243,0.3,0.05,0.6,2,2,10,25,0,1,1,27,15,7
243,0.3,0.05,0.6,2,2,10,26,0,1,1,26,16,7
243,0.3,0.05,0.6,2,2,10,27,0,1,1,26,16,7
243,0.3,0.05,0.6,2,2,10,28,0,0,1,26,16,8
243,0.3,0.05,0.6,2,2,10,29,0,0,1,26,16,8
243,0.3,0.05,0.6,2,2,10,30,0,0,1,26,14,10
244,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
244,0.3,0.05,0.6,2,2,10,1,29,15,1,6,0,0
244,0.3,0.05,0.6,2,2,10,2,9,28,1,12,0,1
244,0.3,0.05,0.6,2,2,10,3,0,32,1,13,1,4
244,0.3,0.05,0.6,2,2,10,4,0,30,1,14,2,4
244,0.3,0.05,0.6,2,2,10,5,0,27,1,16,2,5
244,0.3,0.05,0.6,2,2,10,6,0,19,1,20,2,9
244,0.3,0.05,0.6,2,2,10,7,0,16,1,20,2,12
244,0.3,0.05,0.6,2,2,10,8,0,14,1,22,3,11
244,0.3,0.05,0.6,2,2,10,9,0,10,1,25,4,11
244,0.3,0.05,0.6,2,2,10,10,0,7,1,26,5,12
244,0.3,0.05,0.6,2,2,10,11,0,6,1,26,6,12
244,0.3,0.05,0.6,2,2,10,12,0,4,1,28,7,11
244,0.3,0.05,0.6,2,2,10,13,0,3,1,29,8,10
244,0.3,0.05,0.6,2,2,10,14,0,2,1,29,7,12
244,0.3,0.05,0.6,2,2,10,15,0,2,1,29,10,9
244,0.3,0.05,0.6,2,2,10,16,0,1,1,30,10,9
244,0.3,0.05,0.6,2,2,10,17,0,1,1,29,10,10
244,0.3,0.05,0.6,2,2,10,18,0,1,1,29,10,10
244,0.3,0.05,0.6,2,2,10,19,0,1,1,29,11,9
244,0.3,0.05,0.6,2,2,10,20,0,1,0,29,11,10
244,0.3,0.05,0.6,2,2,10,21,0,1,0,29,11,10
244,0.3,0.05,0.6,2,2,10,22,0,1,0,29,13,8
244,0.3,0.05,0.6,2,2,10,23,0,1,0,29,13,8
244,0.3,0.05,0.6,2,2,10,24,0,1,0,29,13,8
244,0.3,0.05,0.6,2,2,10,25,0,1,0,29,14,7
244,0.3,0.05,0.6,2,2,10,26,0,1,0,29,14,7
244,0.3,0.05,0.6,2,2,10,27,0,1,0,29,14,7
244,0.3,0.05,0.6,2,2,10,28,0,1,0,29,14,7
244,0.3,0.05,0.6,2,2,10,29,0,1,0,29,15,6
244,0.3,0.05,0.6,2,2,10,30,0,1,0,29,15,6
245,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
245,0.3,0.05,0.6,2,2,10,1,27,14,2,8,0,0
245,0.3,0.05,0.6,2,2,10,2,7,24,2,15,0,3
245,0.3,0.05,0.6,2,2,10,3,0,24,1,21,0,5
245,0.3,0.05,0.6,2,2,10,4,0,20,1,25,0,5
245,0.3,0.05,0.6,2,2,10,5,0,16,1,27,1,6
245,0.3,0.05,0.6,2,2,10,6,0,13,1,30,2,5
245,0.3,0.05,0.6,2,2,10,7,0,12,1,30,2,6
245,0.3,0.05,0.6,2,2,10,8,0,12,1,30,2,6
245,0.3,0.05,0.6,2,2,10,9,0,9,1,30,4,7
245,0.3,0.05,0.6,2,2,10,10,0,6,1,32,5,7
245,0.3,0.05,0.6,2,2,10,11,0,3,1,34,5,8
245,0.3,0.05,0.6,2,2,10,12,0,2,1,34,6,8
245,0.3,0.05,0.6,2,2,10,13,0,2,1,33,7,8
245,0.3,0.05,0.6,2,2,10,14,0,2,1,31,7,10
245,0.3,0.05,0.6,2,2,10,15,0,1,0,33,8,9
245,0.3,0.05,0.6,2,2,10,16,0,1,0,33,9,8
245,0.3,0.05,0.6,2,2,10,17,0,1,0,33,9,8
245,0.3,0.05,0.6,2,2,10,18,0,1,0,33,10,7
245,0.3,0.05,0.6,2,2,10,19,0,1,0,33,10,7
245,0.3,0.05,0.6,2,2,10,20,0,0,0,34,10,7
245,0.3,0.05,0.6,2,2,10,21,0,0,0,33,10,8
245,0.3,0.05,0.6,2,2,10,22,0,0,0,33,10,8
245,0.3,0.05,0.6,2,2,10,23,0,0,0,33,11,7
245,0.3,0.05,0.6,2,2,10,24,0,0,0,33,11,7
245,0.3,0.05,0.6,2,2,10,25,0,0,0,33,9,9
245,0.3,0.05,0.6,2,2,10,26,0,0,0,33,8,10
245,0.3,0.05,0.6,2,2,10,27,0,0,0,32,9,10
245,0.3,0.05,0.6,2,2,10,28,0,0,0,30,7,14
245,0.3,0.05,0.6,2,2,10,29,0,0,0,30,10,11
245,0.3,0.05,0.6,2,2,10,30,0,0,0,30,12,9
246,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
246,0.3,0.05,0.6,2,2,10,1,27,17,2,5,0,0
246,0.3,0.05,0.6,2,2,10,2,8,32,2,6,0,3
246,0.3,0.05,0.6,2,2,10,3,4,26,1,13,0,7
246,0.3,0.05,0.6,2,2,10,4,3,19,1,20,0,8
246,0.3,0.05,0.6,2,2,10,5,0,18,1,22,1,9
246,0.3,0.05,0.6,2,2,10,6,0,13,0,27,4,7
246,0.3,0.05,0.6,2,2,10,7,0,10,0,25,4,12
246,0.3,0.05,0.6,2,2,10,8,0,8,0,27,5,11
246,0.3,0.05,0.6,2,2,10,9,0,8,0,27,7,9
246,0.3,0.05,0.6,2,2,10,10,0,5,0,28,7,11
246,0.3,0.05,0.6,2,2,10,11,0,5,0,28,8,10
246,0.3,0.05,0.6,2,2,10,12,0,4,0,28,8,11
246,0.3,0.05,0.6,2,2,10,13,0,3,0,26,10,12
246,0.3,0.05,0.6,2,2,10,14,0,2,0,26,10,13
246,0.3,0.05,0.6,2,2,10,15,0,2,0,26,12,11
246,0.3,0.05,0.6,2,2,10,16,0,2,0,25,14,10
246,0.3,0.05,0.6,2,2,10,17,0,2,0,25,16,8
246,0.3,0.05,0.6,2,2,10,18,0,2,0,25,17,7
246,0.3,0.05,0.6,2,2,10,19,0,1,0,24,17,9
246,0.3,0.05,0.6,2,2,10,20,0,1,0,24,17,9
246,0.3,0.05,0.6,2,2,10,21,0,1,0,23,17,10
246,0.3,0.05,0.6,2,2,10,22,0,1,0,23,17,10
246,0.3,0.05,0.6,2,2,10,23,0,1,0,23,16,11
246,0.3,0.05,0.6,2,2,10,24,0,1,0,23,15,12
246,0.3,0.05,0.6,2,2,10,25,0,1,0,23,16,11
246,0.3,0.05,0.6,2,2,10,26,0,1,0,23,15,12
246,0.3,0.05,0.6,2,2,10,27,0,0,0,23,17,11
246,0.3,0.05,0.6,2,2,10,28,0,0,0,23,17,11
246,0.3,0.05,0.6,2,2,10,29,0,0,0,23,17,11
246,0.3,0.05,0.6,2,2,10,30,0,0,0,21,17,13
247,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
247,0.3,0.05,0.6,2,2,10,1,26,16,2,7,0,0
247,0.3,0.05,0.6,2,2,10,2,6,30,2,11,0,2
247,0.3,0.05,0.6,2,2,10,3,3,27,1,16,1,3
247,0.3,0.05,0.6,2,2,10,4,3,20,1,20,1,6
247,0.3,0.05,0.6,2,2,10,5,0,21,1,21,3,5
247,0.3,0.05,0.6,2,2,10,6,0,14,1,27,3,6
247,0.3,0.05,0.6,2,2,10,7,0,12,1,26,3,9
247,0.3,0.05,0.6,2,2,10,8,0,9,1,29,4,8
247,0.3,0.05,0.6,2,2,10,9,0,8,1,29,5,8
247,0.3,0.05,0.6,2,2,10,10,0,6,1,30,5,9
247,0.3,0.05,0.6,2,2,10,11,0,5,1,30,7,8
247,0.3,0.05,0.6,2,2,10,12,0,5,0,30,7,9
247,0.3,0.05,0.6,2,2,10,13,0,3,0,30,9,9
247,0.3,0.05,0.6,2,2,10,14,0,3,0,29,9,10
247,0.3,0.05,0.6,2,2,10,15,0,3,0,29,9,10
247,0.3,0.05,0.6,2,2,10,16,0,3,0,28,9,11
247,0.3,0.05,0.6,2,2,10,17,0,3,0,27,11,10
247,0.3,0.05,0.6,2,2,10,18,0,2,0,28,12,9
247,0.3,0.05,0.6,2,2,10,19,0,2,0,26,12,11
247,0.3,0.05,0.6,2,2,10,20,0,2,0,26,12,11
247,0.3,0.05,0.6,2,2,10,21,0,1,0,26,12,12
247,0.3,0.05,0.6,2,2,10,22,0,1,0,26,12,12
247,0.3,0.05,0.6,2,2,10,23,0,1,0,26,12,12
247,0.3,0.05,0.6,2,2,10,24,0,0,0,25,12,14
247,0.3,0.05,0.6,2,2,10,25,0,0,0,25,13,13
247,0.3,0.05,0.6,2,2,10,26,0,0,0,24,13,14
247,0.3,0.05,0.6,2,2,10,27,0,0,0,24,13,14
247,0.3,0.05,0.6,2,2,10,28,0,0,0,24,13,14
247,0.3,0.05,0.6,2,2,10,29,0,0,0,24,15,12
247,0.3,0.05,0.6,2,2,10,30,0,0,0,23,16,12
248,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
248,0.3,0.05,0.6,2,2,10,1,28,16,2,5,0,0
248,0.3,0.05,0.6,2,2,10,2,8,32,2,9,0,0
248,0.3,0.05,0.6,2,2,10,3,0,33,1,14,0,3
248,0.3,0.05,0.6,2,2,10,4,0,27,1,17,1,5
248,0.3,0.05,0.6,2,2,10,5,0,22,1,22,2,4
248,0.3,0.05,0.6,2,2,10,6,0,13,1,30,2,5
248,0.3,0.05,0.6,2,2,10,7,0,13,1,29,2,6
248,0.3,0.05,0.6,2,2,10,8,0,11,1,31,2,6
248,0.3,0.05,0.6,2,2,10,9,0,9,1,31,3,7
248,0.3,0.05,0.6,2,2,10,10,0,6,1,34,3,7
248,0.3,0.05,0.6,2,2,10,11,0,4,1,35,3,8
248,0.3,0.05,0.6,2,2,10,12,0,2,1,34,5,9
248,0.3,0.05,0.6,2,2,10,13,0,2,0,34,5,10
248,0.3,0.05,0.6,2,2,10,14,0,2,0,33,5,11
248,0.3,0.05,0.6,2,2,10,15,0,1,0,34,7,9
248,0.3,0.05,0.6,2,2,10,16,0,1,0,34,6,10
248,0.3,0.05,0.6,2,2,10,17,0,1,0,34,6,10
248,0.3,0.05,0.6,2,2,10,18,0,1,0,34,9,7
248,0.3,0.05,0.6,2,2,10,19,0,1,0,34,8,8
248,0.3,0.05,0.6,2,2,10,20,0,1,0,33,7,10
248,0.3,0.05,0.6,2,2,10,21,0,1,0,33,7,10
248,0.3,0.05,0.6,2,2,10,22,0,1,0,33,9,8
248,0.3,0.05,0.6,2,2,10,23,0,1,0,32,9,9
248,0.3,0.05,0.6,2,2,10,24,0,0,0,32,10,9
248,0.3,0.05,0.6,2,2,10,25,0,0,0,32,11,8
248,0.3,0.05,0.6,2,2,10,26,0,0,0,30,11,10
248,0.3,0.05,0.6,2,2,10,27,0,0,0,30,8,13
248,0.3,0.05,0.6,2,2,10,28,0,0,0,30,7,14
248,0.3,0.05,0.6,2,2,10,29,0,0,0,30,8,13
248,0.3,0.05,0.6,2,2,10,30,0,0,0,29,10,12
249,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
249,0.3,0.05,0.6,2,2,10,1,28,16,1,6,0,0
249,0.3,0.05,0.6,2,2,10,2,8,26,1,12,0,4
249,0.3,0.05,0.6,2,2,10,3,0,27,1,16,0,7
249,0.3,0.05,0.6,2,2,10,4,0,23,1,18,0,9
249,0.3,0.05,0.6,2,2,10,5,0,20,1,18,3,9
249,0.3,0.05,0.6,2,2,10,6,0,16,1,22,5,7
249,0.3,0.05,0.6,2,2,10,7,0,15,1,22,5,8
249,0.3,0.05,0.6,2,2,10,8,0,13,0,25,6,7
249,0.3,0.05,0.6,2,2,10,9,0,11,0,26,7,7
249,0.3,0.05,0.6,2,2,10,10,0,7,0,29,7,8
